,AGE,ATTRITION,BUSINESSTRAVEL,DAILYRATE,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,PERFORMANCERATING,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK
1234,35.0,0,,,research & development,4,2,other,53.0,3,male,75.0,3,1,laboratory technician,4,divorced,1951.0,10910,1,,12,3.0,3,1,1.0,3,3.0,1,0,0,1
1235,27.0,0,,1240.0,,2,4,life sciences,54.0,4,female,33.0,3,1,laboratory technician,1,divorced,,19715,1,,13,3.0,4,1,,6,3.0,1,0,0,0
1236,26.0,1,,1357.0,,25,3,life sciences,55.0,1,male,48.0,1,1,laboratory technician,3,single,,10558,1,,12,3.0,3,0,1.0,2,2.0,1,0,1,0
1237,37.0,0,,,research & development,24,2,life sciences,,2,male,73.0,3,1,research scientist,2,married,3022.0,10227,4,0.0,21,4.0,1,0,8.0,1,3.0,1,0,0,0
1238,35.0,0,,1229.0,,46,1,,,4,male,36.0,4,1,laboratory technician,4,,,4892,1,0.0,19,,4,0,1.0,2,3.0,1,0,1,0
1239,48.0,1,,626.0,,1,2,,64.0,1,male,98.0,2,3,laboratory technician,3,,,19294,9,,13,3.0,4,0,,2,3.0,1,0,0,0
1240,35.0,0,non-travel,1097.0,,11,2,medical,70.0,3,male,79.0,2,3,healthcare representative,1,married,,8302,2,1.0,13,3.0,3,1,10.0,3,3.0,4,2,3,0
1241,55.0,0,travel rarely,836.0,,8,3,,84.0,4,female,,3,4,manager,3,divorced,,19730,2,1.0,14,3.0,3,3,21.0,2,3.0,5,0,2,1
1242,45.0,0,,1339.0,,7,3,life sciences,,2,male,59.0,3,3,research scientist,1,,9724.0,18787,2,0.0,17,3.0,3,1,,2,3.0,1,0,0,1
1243,36.0,1,,318.0,,9,3,medical,,4,male,,2,1,research scientist,3,,3388.0,21777,0,,17,3.0,1,1,,0,2.0,1,0,0,0
1244,36.0,0,travel rarely,132.0,research & development,6,3,life sciences,97.0,2,female,55.0,4,1,laboratory technician,4,,3038.0,22002,3,0.0,12,3.0,2,0,,3,3.0,1,0,0,1
1245,45.0,0,travel rarely,193.0,research & development,6,4,other,,4,male,52.0,3,3,research director,1,,,15067,4,1.0,14,3.0,2,0,,3,4.0,0,0,0,0
1246,55.0,0,,111.0,,1,2,,106.0,1,male,70.0,3,3,sales executive,4,married,,18092,3,,14,3.0,4,1,,4,3.0,1,1,0,1
1247,23.0,0,,541.0,,2,1,technical degree,113.0,3,male,62.0,3,1,sales representative,1,divorced,2322.0,9518,3,0.0,13,3.0,3,1,,3,3.0,0,0,0,0
1248,32.0,0,travel rarely,827.0,,1,1,life sciences,,4,male,71.0,3,1,research scientist,1,single,,15178,1,0.0,13,3.0,4,0,,2,3.0,1,0,0,1
1249,20.0,1,,871.0,research & development,6,3,life sciences,137.0,4,female,66.0,2,1,laboratory technician,4,single,2926.0,19783,1,1.0,18,,2,0,,5,3.0,1,1,0,0
1250,37.0,0,,1040.0,,2,2,life sciences,139.0,3,male,100.0,2,2,healthcare representative,4,divorced,,15850,5,0.0,14,3.0,4,1,17.0,2,4.0,1,0,0,0
1251,22.0,0,,,research & development,15,3,,144.0,2,female,59.0,3,1,laboratory technician,4,single,,23785,1,0.0,15,3.0,3,0,,5,3.0,0,0,0,0
1252,34.0,0,,1031.0,,24,4,life sciences,,2,female,45.0,2,2,research scientist,2,,4505.0,15000,6,,15,3.0,3,1,,3,3.0,1,0,0,0
1253,36.0,0,,922.0,,3,2,life sciences,155.0,1,female,39.0,3,1,laboratory technician,4,divorced,2835.0,2561,5,,22,4.0,1,1,,2,3.0,1,0,0,0
1254,19.0,1,travel rarely,528.0,sales,22,1,marketing,167.0,4,male,,3,1,sales representative,3,single,,26820,1,1.0,19,3.0,4,0,0.0,2,2.0,0,0,0,1
1255,41.0,0,,,,9,4,life sciences,200.0,3,male,94.0,3,1,laboratory technician,1,,,6961,2,,21,4.0,4,1,7.0,2,3.0,5,1,4,0
1256,19.0,0,,,,18,1,,201.0,2,female,79.0,3,1,laboratory technician,2,single,,16102,1,0.0,14,,4,0,1.0,3,3.0,1,0,0,0
1257,51.0,0,,1169.0,,7,4,,211.0,2,male,34.0,2,2,manufacturing director,3,married,,13983,2,0.0,17,3.0,3,0,10.0,2,3.0,1,0,0,1
1258,58.0,0,,1145.0,,9,3,,214.0,2,female,75.0,2,1,research scientist,2,married,,11873,4,1.0,20,4.0,2,1,9.0,3,2.0,1,0,0,0
1259,19.0,1,travel frequently,602.0,,1,1,,,3,female,100.0,1,1,sales representative,1,,,20989,0,0.0,21,4.0,1,0,1.0,5,,0,0,0,1
1260,19.0,1,travel rarely,303.0,,2,3,life sciences,243.0,2,male,,2,1,laboratory technician,4,single,,9241,1,,22,4.0,3,0,1.0,3,2.0,1,1,0,1
1261,35.0,1,travel rarely,556.0,,23,2,,,2,male,50.0,2,2,manufacturing director,3,,,15497,3,1.0,13,3.0,1,0,8.0,1,3.0,1,0,1,0
1262,38.0,0,travel rarely,1261.0,,38,4,,271.0,4,male,,3,2,manufacturing director,3,,6553.0,7259,9,,14,3.0,2,0,14.0,3,3.0,1,0,0,0
1263,38.0,1,,1180.0,,29,1,medical,282.0,2,male,70.0,3,2,healthcare representative,1,married,6673.0,11354,7,1.0,19,,2,0,17.0,2,3.0,1,0,0,0
1264,41.0,0,,896.0,sales,6,3,life sciences,,4,female,75.0,3,3,manager,4,single,13591.0,14674,3,1.0,18,3.0,3,0,,3,3.0,1,0,0,0
1265,59.0,0,travel rarely,142.0,,3,3,life sciences,309.0,3,male,70.0,2,1,research scientist,4,married,2177.0,8456,3,,17,3.0,1,1,7.0,6,3.0,1,0,0,1
1266,50.0,0,travel rarely,854.0,,1,4,medical,323.0,4,female,68.0,3,5,manager,4,divorced,19517.0,24118,3,0.0,11,3.0,3,1,,3,2.0,7,0,6,0
1267,41.0,0,travel rarely,1411.0,research & development,19,2,life sciences,334.0,3,male,36.0,3,2,research scientist,1,divorced,,19877,2,,16,3.0,1,2,17.0,2,2.0,1,0,0,1
1268,45.0,0,,252.0,,1,3,,,3,male,70.0,4,5,manager,4,,19202.0,15970,0,,11,3.0,3,1,25.0,2,3.0,24,1,7,0
1269,37.0,1,,504.0,,10,3,medical,342.0,1,male,61.0,3,3,manufacturing director,3,,10048.0,22573,6,0.0,11,,2,2,17.0,5,3.0,1,0,0,1
1270,51.0,0,,833.0,,38,3,,,3,male,96.0,3,1,research scientist,4,married,2723.0,23231,1,0.0,11,3.0,2,0,1.0,0,2.0,1,0,0,0
1271,28.0,1,travel rarely,529.0,,2,4,life sciences,364.0,1,male,79.0,3,1,laboratory technician,3,single,,14935,2,,11,3.0,3,0,5.0,5,1.0,0,0,0,0
1272,29.0,0,travel rarely,1210.0,,2,3,medical,,1,male,78.0,2,2,sales executive,2,married,6644.0,3687,2,0.0,19,3.0,2,2,10.0,2,,0,0,0,0
1273,31.0,0,travel rarely,1463.0,research & development,23,3,medical,367.0,2,male,64.0,2,2,healthcare representative,4,,,14408,0,0.0,21,,2,1,10.0,2,3.0,9,7,8,0
1274,38.0,0,travel rarely,322.0,,7,2,medical,,1,female,44.0,4,2,sales executive,1,,5605.0,19191,1,1.0,24,4.0,3,1,8.0,3,3.0,8,7,7,0
1275,44.0,1,travel frequently,920.0,,12,3,life sciences,392.0,1,male,43.0,3,1,laboratory technician,3,,3161.0,19920,3,1.0,22,4.0,4,1,19.0,0,1.0,1,0,0,1
1276,36.0,0,,506.0,,3,3,technical degree,397.0,3,male,30.0,3,2,research scientist,2,single,,26285,4,,12,3.0,4,0,10.0,2,3.0,8,7,7,1
1277,18.0,1,,,research & development,3,3,,,3,male,54.0,3,1,laboratory technician,3,single,1420.0,25233,1,0.0,13,3.0,3,0,0.0,2,3.0,0,0,0,1
1278,36.0,0,,566.0,,18,4,life sciences,407.0,3,male,81.0,4,1,laboratory technician,4,married,,7122,4,0.0,18,3.0,4,2,4.0,2,3.0,1,0,0,0
1279,18.0,0,,812.0,,10,3,,,4,female,69.0,2,1,sales representative,3,,1200.0,9724,1,0.0,12,3.0,1,0,0.0,2,3.0,0,0,0,0
1280,39.0,1,travel rarely,1162.0,,3,2,,445.0,4,female,41.0,3,2,sales executive,3,married,5238.0,17778,4,1.0,18,3.0,1,0,12.0,3,2.0,1,0,0,0
1281,43.0,0,travel rarely,1001.0,research & development,15,3,,,1,female,43.0,3,3,healthcare representative,1,married,9985.0,9262,8,0.0,16,3.0,1,1,,1,2.0,1,0,0,0
1282,47.0,0,travel frequently,1309.0,,4,1,medical,,2,male,99.0,3,2,sales representative,3,,,25751,3,0.0,19,3.0,1,0,5.0,3,3.0,0,0,0,0
1283,42.0,0,travel rarely,810.0,,23,5,,468.0,1,female,44.0,3,4,research director,4,single,15992.0,15901,2,0.0,14,3.0,2,0,16.0,2,3.0,1,0,0,0
1284,32.0,0,,1062.0,,2,3,,471.0,3,female,75.0,3,1,laboratory technician,2,married,2370.0,3956,1,0.0,13,,3,1,8.0,4,3.0,8,0,7,0
1285,48.0,0,travel rarely,530.0,,29,1,medical,473.0,1,female,91.0,3,3,manager,3,married,,23978,3,,21,4.0,2,1,15.0,3,1.0,0,0,0,1
1286,42.0,0,travel rarely,1332.0,research & development,2,4,,477.0,1,male,98.0,2,2,healthcare representative,4,,6781.0,17078,3,,23,4.0,2,0,,6,3.0,1,0,0,0
1287,36.0,0,non-travel,845.0,,1,5,medical,479.0,4,female,45.0,3,2,sales executive,4,,6653.0,15276,4,,15,,2,0,,6,3.0,1,0,0,1
1288,33.0,1,travel rarely,350.0,,5,3,marketing,485.0,4,female,34.0,3,1,sales representative,3,single,2851.0,9150,1,,13,,2,0,1.0,2,3.0,1,0,0,0
1289,46.0,0,,1144.0,research & development,7,4,medical,487.0,3,female,30.0,3,2,manufacturing director,3,married,5258.0,16044,2,,14,3.0,3,0,7.0,2,4.0,1,0,0,0
1290,21.0,1,travel rarely,156.0,sales,12,3,life sciences,494.0,3,female,90.0,4,1,sales representative,2,single,,25422,1,,15,3.0,4,0,1.0,0,3.0,1,0,0,0
1291,30.0,0,,202.0,,2,1,technical degree,508.0,3,male,72.0,3,1,sales representative,2,,2476.0,17434,1,,18,3.0,1,1,,3,3.0,1,0,0,1
1292,30.0,1,travel frequently,464.0,,4,3,,514.0,3,male,40.0,3,1,research scientist,4,single,2285.0,3427,9,1.0,23,4.0,3,0,3.0,4,3.0,1,0,0,0
1293,32.0,0,travel rarely,1305.0,,10,4,,518.0,3,male,49.0,3,2,manufacturing director,2,single,4197.0,21123,2,,12,3.0,4,0,18.0,2,2.0,1,0,1,0
1294,40.0,0,travel rarely,555.0,,2,3,,,2,female,78.0,2,2,laboratory technician,3,married,3448.0,13436,6,0.0,22,4.0,2,1,,3,3.0,1,0,0,1
1295,28.0,0,travel rarely,1300.0,,17,2,,,3,male,79.0,3,2,laboratory technician,1,,4558.0,13535,1,,12,3.0,4,1,10.0,2,,10,1,8,0
1296,38.0,0,travel frequently,1490.0,,2,2,,556.0,4,male,42.0,3,1,laboratory technician,4,married,1702.0,12106,1,1.0,23,4.0,3,1,,3,3.0,1,0,0,0
1297,19.0,1,,489.0,,2,2,technical degree,566.0,1,male,,2,1,human resources,4,single,2564.0,18437,1,0.0,12,3.0,3,0,1.0,3,4.0,1,0,0,0
1298,57.0,0,travel rarely,210.0,,29,3,,568.0,1,male,56.0,2,4,manager,4,divorced,,22102,3,0.0,12,3.0,3,1,,3,2.0,1,0,0,1
1299,47.0,0,travel rarely,983.0,,2,2,medical,,1,female,65.0,3,2,manufacturing director,4,,5070.0,7389,5,,13,,3,3,20.0,2,3.0,5,0,4,0
1300,54.0,0,travel rarely,548.0,,8,4,life sciences,,3,female,42.0,3,2,laboratory technician,3,single,3780.0,23428,7,,11,3.0,3,0,,3,3.0,1,0,0,0
1301,31.0,1,travel frequently,534.0,,42,3,,,4,male,66.0,3,3,healthcare representative,3,,9824.0,22908,3,0.0,12,3.0,1,0,12.0,2,3.0,1,0,0,1
1302,18.0,1,travel frequently,1306.0,,5,3,marketing,614.0,2,male,69.0,3,1,sales representative,2,,1878.0,8059,1,1.0,14,3.0,4,0,,3,3.0,0,0,0,0
1303,40.0,0,,1094.0,,28,3,other,615.0,3,male,58.0,1,3,sales executive,1,,,11373,3,0.0,15,3.0,3,1,20.0,2,3.0,1,0,1,0
1304,26.0,0,,775.0,,29,2,,,1,male,45.0,3,2,sales executive,3,,,4267,5,,12,3.0,1,2,8.0,5,3.0,0,0,0,0
1305,26.0,1,travel rarely,471.0,research & development,24,3,,622.0,3,male,66.0,1,1,laboratory technician,4,single,2340.0,23213,1,1.0,18,3.0,2,0,1.0,3,1.0,1,0,0,1
1306,38.0,0,,1495.0,,10,3,,,3,female,76.0,3,2,healthcare representative,3,,,22174,3,0.0,19,3.0,3,1,18.0,4,,1,0,0,0
1307,24.0,0,,823.0,,17,2,other,643.0,4,male,94.0,2,1,laboratory technician,2,married,2127.0,9100,1,0.0,21,4.0,4,1,1.0,2,3.0,1,0,0,1
1308,30.0,1,travel frequently,448.0,,12,4,,648.0,2,male,74.0,2,1,sales representative,1,married,2033.0,14470,1,0.0,18,3.0,3,1,1.0,2,4.0,1,0,0,0
1309,37.0,0,travel rarely,558.0,,2,3,marketing,656.0,4,male,75.0,3,2,sales executive,3,married,9602.0,3010,4,,11,3.0,3,1,,3,2.0,3,1,0,0
1310,20.0,0,travel rarely,959.0,research & development,1,3,life sciences,657.0,4,female,83.0,2,1,research scientist,2,,,11757,1,0.0,13,,4,0,1.0,0,4.0,1,0,0,1
1311,43.0,0,,782.0,,14,4,other,661.0,2,male,50.0,2,4,research director,4,divorced,16627.0,2671,4,,14,3.0,3,1,21.0,3,,1,0,0,0
1312,38.0,0,,362.0,,27,1,life sciences,662.0,3,female,,3,1,research scientist,1,,,14561,3,0.0,17,3.0,4,0,8.0,3,2.0,0,0,0,1
1313,33.0,0,,1216.0,sales,8,4,marketing,,3,male,39.0,3,2,sales executive,3,divorced,,20431,0,,12,3.0,4,0,6.0,3,3.0,5,1,2,0
1314,30.0,0,,160.0,,3,3,,,3,female,71.0,3,1,research scientist,3,,2083.0,22653,1,0.0,20,4.0,3,1,1.0,2,,1,0,0,0
1315,29.0,0,,,sales,44,2,medical,690.0,2,female,62.0,3,2,sales executive,3,,,3487,1,0.0,14,3.0,1,1,,5,2.0,6,1,2,0
1316,20.0,1,,1362.0,,10,1,medical,701.0,4,male,32.0,3,1,research scientist,3,single,1009.0,26999,1,,11,3.0,4,0,,5,3.0,1,1,1,1
1317,35.0,0,non-travel,727.0,,20,3,,704.0,2,male,41.0,2,1,laboratory technician,3,married,,16900,1,0.0,18,3.0,3,2,1.0,3,3.0,1,0,0,0
1318,37.0,0,,1225.0,,10,2,life sciences,715.0,4,male,80.0,4,1,research scientist,4,single,,15232,3,0.0,17,3.0,1,0,,2,,1,0,0,1
1319,38.0,0,,168.0,,1,3,,743.0,3,female,81.0,3,3,manufacturing director,3,single,7861.0,15397,4,1.0,14,,4,0,10.0,4,,1,0,0,1
1320,29.0,0,,1396.0,,10,3,,749.0,3,male,,3,1,sales representative,3,single,2642.0,2755,1,0.0,11,3.0,3,0,1.0,6,,1,0,0,0
1321,35.0,0,,1225.0,,2,4,,,4,female,61.0,3,2,healthcare representative,1,divorced,,4761,2,0.0,11,3.0,1,1,16.0,2,4.0,1,0,0,0
1322,38.0,0,travel rarely,268.0,,2,5,medical,773.0,4,male,92.0,3,1,research scientist,3,married,,20471,6,1.0,13,3.0,2,1,,0,1.0,1,0,1,1
1323,34.0,0,travel rarely,167.0,,8,5,life sciences,775.0,2,female,32.0,3,2,manufacturing director,1,,5121.0,4187,3,0.0,14,3.0,3,1,,3,,0,0,0,1
1324,23.0,1,,1243.0,,6,3,life sciences,811.0,3,male,,4,1,laboratory technician,1,,,3445,1,1.0,21,4.0,3,2,1.0,2,3.0,0,0,0,0
1325,24.0,0,,1092.0,,9,3,life sciences,812.0,3,male,60.0,2,1,laboratory technician,2,divorced,2694.0,26551,1,0.0,11,3.0,3,3,,4,3.0,1,0,0,0
1326,29.0,1,travel rarely,805.0,,1,2,life sciences,816.0,2,female,36.0,2,1,laboratory technician,1,married,,6689,1,,11,3.0,4,1,1.0,1,3.0,1,0,0,1
1327,40.0,0,travel frequently,720.0,,16,4,medical,832.0,1,male,51.0,2,2,laboratory technician,3,,5094.0,11983,6,0.0,14,3.0,4,0,10.0,6,3.0,1,0,0,1
1328,30.0,0,travel rarely,,research & development,2,3,,833.0,3,female,52.0,2,2,manufacturing director,4,single,,20234,5,,24,4.0,2,0,12.0,4,2.0,0,0,0,1
1329,45.0,0,,252.0,,2,3,,834.0,2,female,95.0,2,1,research scientist,3,,2274.0,6153,1,0.0,14,3.0,4,0,1.0,3,3.0,1,0,0,0
1330,27.0,0,,443.0,,3,3,medical,,4,male,50.0,3,1,research scientist,4,married,,16571,1,,11,3.0,3,3,0.0,6,2.0,0,0,0,0
1331,37.0,0,,342.0,,16,4,marketing,,4,male,66.0,2,2,sales executive,3,,,24558,4,,19,,4,2,9.0,2,3.0,1,0,0,0
1332,32.0,0,,300.0,,1,3,life sciences,,4,male,61.0,3,1,laboratory technician,4,divorced,2314.0,9148,0,0.0,12,,2,1,4.0,2,3.0,3,0,2,1
1333,53.0,0,travel rarely,868.0,,8,3,marketing,897.0,1,male,73.0,3,4,sales executive,4,married,,22789,5,,14,3.0,3,1,28.0,3,3.0,2,2,2,1
1334,37.0,0,,1252.0,,19,2,,904.0,1,male,32.0,3,3,sales executive,2,single,,4814,1,1.0,13,3.0,4,0,,2,3.0,10,0,9,0
1335,32.0,1,travel rarely,374.0,,25,4,,911.0,1,male,87.0,3,1,laboratory technician,4,,,18016,1,,24,4.0,3,0,1.0,2,1.0,1,0,1,1
1336,58.0,1,travel frequently,781.0,,2,1,,918.0,4,male,57.0,2,1,laboratory technician,4,divorced,2380.0,13384,9,,14,3.0,4,1,3.0,3,2.0,1,0,0,0
1337,43.0,0,travel rarely,177.0,,8,3,,,1,female,55.0,3,2,manufacturing director,2,divorced,,23814,4,0.0,21,4.0,3,1,4.0,2,4.0,1,0,0,0
1338,21.0,1,travel rarely,1427.0,research & development,18,1,other,923.0,4,female,65.0,3,1,research scientist,4,single,,8870,1,0.0,19,,1,0,,3,2.0,1,0,0,0
1339,34.0,0,,546.0,,48,3,life sciences,934.0,4,male,83.0,3,1,laboratory technician,2,,2008.0,6896,1,0.0,14,3.0,2,2,1.0,3,3.0,1,1,0,1
1340,58.0,0,,1272.0,,5,3,,940.0,3,female,37.0,2,3,healthcare representative,2,divorced,10552.0,9255,2,,13,,4,1,24.0,3,3.0,6,0,4,0
1341,48.0,0,,,,20,4,medical,945.0,4,male,51.0,3,1,research scientist,3,married,2259.0,5543,4,,17,3.0,1,2,13.0,2,2.0,0,0,0,0
1342,32.0,0,non-travel,1184.0,,1,3,life sciences,951.0,3,female,70.0,2,1,laboratory technician,2,married,,3974,6,0.0,20,,3,0,5.0,3,3.0,3,0,2,0
1343,25.0,1,,867.0,,19,2,marketing,952.0,3,male,36.0,2,1,sales representative,2,married,2413.0,18798,1,1.0,18,,3,3,,2,3.0,1,0,0,0
1344,40.0,0,,658.0,sales,10,4,marketing,954.0,1,male,67.0,2,3,sales executive,2,divorced,,20652,2,0.0,12,3.0,2,1,11.0,2,2.0,1,0,0,1
1345,19.0,1,,419.0,,21,3,other,959.0,4,male,37.0,2,1,sales representative,2,single,2121.0,9947,1,1.0,13,3.0,2,0,1.0,3,4.0,1,0,0,0
1346,20.0,1,travel rarely,129.0,research & development,4,3,technical degree,,1,male,84.0,3,1,laboratory technician,1,single,,13008,1,,19,3.0,2,0,1.0,2,3.0,1,0,0,0
1347,33.0,0,travel rarely,1069.0,,1,3,,,2,female,42.0,2,2,healthcare representative,4,,,12291,0,,14,3.0,1,0,6.0,3,3.0,5,1,4,0
1348,58.0,1,travel rarely,289.0,,2,3,,,4,male,51.0,3,1,research scientist,3,single,2479.0,26227,4,0.0,24,4.0,1,0,7.0,4,3.0,1,0,0,0
1349,40.0,1,non-travel,1479.0,,24,3,,986.0,2,female,100.0,4,4,sales executive,2,single,13194.0,17071,4,,16,3.0,4,0,22.0,2,2.0,1,0,0,1
1350,29.0,1,travel rarely,906.0,,10,3,,994.0,4,female,92.0,2,1,research scientist,1,single,,11479,6,1.0,20,4.0,3,0,3.0,5,3.0,0,0,0,1
1351,47.0,0,travel rarely,955.0,,18,2,life sciences,1003.0,4,female,83.0,3,2,sales executive,4,single,4163.0,8571,1,1.0,17,3.0,3,0,9.0,0,3.0,9,0,7,0
1352,18.0,0,,287.0,,5,2,,1012.0,2,male,73.0,3,1,research scientist,4,,,13493,1,0.0,15,3.0,4,0,,2,3.0,0,0,0,0
1353,20.0,1,,1097.0,,16,3,medical,,4,female,98.0,2,1,research scientist,1,,2600.0,18275,1,1.0,15,3.0,1,0,1.0,2,3.0,1,0,0,0
1354,42.0,0,,265.0,,5,2,,1029.0,4,male,90.0,3,5,manager,3,,18303.0,7770,6,0.0,13,3.0,2,0,21.0,3,4.0,1,0,0,1
1355,50.0,0,travel rarely,804.0,research & development,9,3,,,1,male,64.0,3,1,laboratory technician,4,married,2380.0,20165,4,0.0,18,,2,0,8.0,5,3.0,1,0,0,1
1356,37.0,1,travel rarely,1141.0,,11,2,medical,1033.0,1,female,61.0,1,2,healthcare representative,2,,4777.0,14382,5,0.0,15,3.0,1,0,15.0,2,1.0,1,0,0,1
1357,38.0,0,,,,3,4,life sciences,,2,male,42.0,3,2,sales executive,4,,,4981,8,1.0,12,3.0,3,0,19.0,1,3.0,1,0,0,0
1358,36.0,1,,660.0,,15,3,,1052.0,1,male,81.0,3,2,laboratory technician,3,divorced,,7858,7,,14,3.0,2,1,9.0,3,2.0,1,0,0,0
1359,28.0,0,travel rarely,1144.0,sales,10,1,medical,1056.0,4,male,74.0,3,1,sales representative,2,married,1052.0,23384,1,0.0,22,4.0,2,0,,5,3.0,1,0,0,1
1360,43.0,0,,415.0,,25,3,,1076.0,3,male,,2,3,sales executive,4,,,5268,5,0.0,13,3.0,3,1,18.0,5,3.0,1,0,0,1
1361,21.0,1,travel rarely,1334.0,research & development,10,3,,1079.0,3,female,36.0,2,1,laboratory technician,1,single,,17258,1,0.0,13,,1,0,1.0,6,2.0,1,1,0,1
1362,51.0,1,travel rarely,1323.0,,4,4,,1081.0,1,male,34.0,3,1,research scientist,3,married,2461.0,10332,9,,12,,3,3,18.0,2,4.0,10,2,7,0
1363,37.0,0,,309.0,sales,10,4,,1105.0,4,female,88.0,2,2,sales executive,4,divorced,,24223,2,1.0,14,,3,3,8.0,5,3.0,1,0,0,0
1364,28.0,1,,1009.0,research & development,1,3,medical,1111.0,1,male,45.0,2,1,laboratory technician,2,divorced,2596.0,7160,1,0.0,15,,1,2,,2,3.0,1,0,0,0
1365,50.0,1,,,,1,4,,1113.0,4,male,81.0,3,2,sales executive,3,single,4728.0,17251,3,1.0,14,3.0,4,0,5.0,4,3.0,0,0,0,0
1366,34.0,0,,697.0,,3,4,,1115.0,3,male,40.0,2,1,research scientist,4,,,22478,3,0.0,17,3.0,4,3,6.0,2,3.0,0,0,0,1
1367,38.0,0,travel rarely,130.0,,2,2,marketing,1125.0,4,male,32.0,3,3,sales executive,2,single,7351.0,20619,7,0.0,16,3.0,3,0,,2,3.0,1,0,0,1
1368,42.0,0,,188.0,,29,3,,,2,male,56.0,1,2,laboratory technician,4,,,9558,4,,19,3.0,1,0,16.0,3,3.0,1,0,0,0
1369,18.0,1,,247.0,,8,1,,1156.0,3,male,80.0,3,1,laboratory technician,3,single,,13556,1,0.0,12,3.0,4,0,,0,3.0,0,0,0,1
1370,41.0,0,,167.0,,12,4,,1158.0,2,male,46.0,3,1,laboratory technician,4,,4766.0,9051,3,1.0,11,3.0,1,1,6.0,4,,1,0,0,0
1371,35.0,0,travel rarely,982.0,research & development,1,4,medical,1172.0,4,male,58.0,2,1,laboratory technician,3,,2258.0,16340,6,0.0,12,3.0,2,1,,2,3.0,8,1,7,1
1372,32.0,0,,862.0,sales,2,1,,1190.0,3,female,76.0,3,1,sales representative,1,,2827.0,14947,1,,12,3.0,3,3,1.0,3,3.0,1,0,0,0
1373,22.0,1,,1256.0,,3,4,life sciences,,3,male,48.0,2,1,research scientist,4,married,2853.0,4223,0,1.0,11,3.0,2,1,1.0,5,3.0,0,0,0,0
1374,44.0,0,non-travel,111.0,,26,3,,1206.0,2,male,74.0,1,1,research scientist,3,single,2290.0,4279,2,0.0,13,,4,0,6.0,3,3.0,0,0,0,1
1375,41.0,1,non-travel,906.0,,5,2,life sciences,1210.0,1,male,95.0,2,1,research scientist,1,,2107.0,20293,6,0.0,17,3.0,1,1,5.0,2,1.0,1,0,0,1
1376,40.0,0,travel frequently,1184.0,,2,4,,,2,male,62.0,3,2,sales executive,2,,,25440,5,0.0,12,3.0,4,3,,2,3.0,0,0,0,0
1377,24.0,1,,984.0,,17,2,life sciences,,4,female,97.0,3,1,laboratory technician,2,,2210.0,3372,1,,13,3.0,1,1,1.0,3,1.0,1,0,0,1
1378,42.0,0,travel frequently,458.0,,26,5,medical,1242.0,1,female,60.0,3,3,research director,1,married,13191.0,23281,3,1.0,17,3.0,3,0,,6,3.0,1,0,0,0
1379,49.0,0,,1098.0,research & development,4,2,medical,1256.0,1,male,85.0,2,5,manager,3,married,,12124,2,,13,,3,1,23.0,2,4.0,1,0,0,0
1380,48.0,0,travel rarely,969.0,,2,2,technical degree,1258.0,4,male,76.0,4,1,laboratory technician,2,single,,16620,5,,11,3.0,3,0,7.0,4,2.0,1,0,0,0
1381,29.0,0,travel rarely,1329.0,research & development,7,3,,1260.0,3,male,82.0,3,2,healthcare representative,4,,,4204,1,,11,3.0,2,2,6.0,2,3.0,6,1,0,1
1382,48.0,0,,715.0,research & development,1,3,life sciences,1263.0,4,male,76.0,2,5,research director,4,single,18265.0,8733,6,0.0,12,3.0,3,0,,3,4.0,1,0,0,0
1383,34.0,0,,1320.0,,20,3,technical degree,,3,female,89.0,4,1,research scientist,3,,,21643,0,0.0,17,3.0,4,0,2.0,5,2.0,1,0,0,0
1384,19.0,0,,265.0,,25,3,life sciences,1269.0,2,female,57.0,4,1,research scientist,4,single,,21221,1,,12,3.0,4,0,1.0,2,3.0,1,0,1,1
1385,23.0,0,,373.0,,1,2,,1270.0,4,male,47.0,3,1,research scientist,3,,,16901,1,0.0,22,4.0,4,1,1.0,2,3.0,1,0,1,0
1386,25.0,1,travel frequently,599.0,,32,1,,1273.0,3,male,73.0,1,1,sales representative,4,single,1118.0,8040,1,1.0,14,,4,0,1.0,4,3.0,1,1,0,1
1387,42.0,0,,603.0,,34,4,medical,,2,female,78.0,4,2,research scientist,2,married,2372.0,5628,6,1.0,16,3.0,4,0,18.0,2,3.0,1,0,0,0
1388,51.0,0,travel frequently,968.0,,6,2,medical,,2,female,40.0,2,1,laboratory technician,3,single,2838.0,4257,0,,14,3.0,2,0,8.0,6,2.0,7,7,7,0
1389,45.0,0,travel frequently,364.0,,25,3,medical,1306.0,2,female,,3,5,manager,2,,18061.0,13035,3,,22,4.0,3,0,22.0,4,3.0,0,0,0,0
