,AGE,ATTRITION,BUSINESSTRAVEL,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK,DAILYRATE,PERFORMANCERATING,TOTALWORKINGYEARS
1119,1119,1119,29.0,no,Unknown,Unknown,1,3,Unknown,1753.0,4,male,70.0,4,2,healthcare representative,3,Unknown,6294.0,23060,8,1.0,12,4,0,5,4.0,3,0,2,0,461.0,3.0,10.0
1120,1120,1120,53.0,no,Unknown,Unknown,-31,4,Unknown,Unknown,1,female,60.0,2,4,manufacturing director,3,married,,22308,4,1.0,20,4,3,2,2.0,3,0,2,0,661.0,4.0,27.0
1121,1121,1121,34.0,no,travel rarely,Unknown,3,2,Unknown,Unknown,4,female,32.0,1,2,sales executive,4,Unknown,,25353,5,0.0,12,1,0,3,3.0,2,2,2,0,511.0,3.1539449703528906,11.089376987888068
1122,1122,1122,51.0,no,travel rarely,Unknown,3,3,Unknown,Unknown,1,female,53.0,3,3,manager,3,married,13116.0,22984,2,0.0,11,4,0,2,3.0,2,2,2,1,942.0,3.0,11.42269176598685
1123,1123,1123,37.0,no,travel rarely,sales,9,2,marketing,1787.0,2,male,46.0,2,2,sales executive,2,Unknown,,8800,1,0.0,14,1,2,2,3.0,5,0,3,0,589.0,3.0,11.149698586911375
1124,1124,1124,46.0,no,Unknown,Unknown,26,2,life sciences,1801.0,2,male,98.0,2,2,sales executive,2,Unknown,,25166,8,,15,3,0,3,3.0,2,2,2,0,849.0,3.0,6.0
1125,1125,1125,43.0,no,non-travel,research & development,9,3,Unknown,1813.0,1,male,52.0,3,1,research scientist,3,Unknown,,24978,4,0.0,13,3,0,2,2.0,3,1,2,1,343.0,3.0,10.959454048518834
1126,1126,1126,41.0,no,travel rarely,Unknown,-35,3,Unknown,1814.0,35,male,85.0,4,2,healthcare representative,2,single,,15530,3,,12,1,0,3,1.0,3,1,2,0,802.0919042787403,3.0,11.314493590832903
1127,1127,1127,31.0,no,Unknown,Unknown,7,4,Unknown,1833.0,1,female,,3,3,sales executive,1,Unknown,,8277,2,0.0,14,4,2,3,3.0,3,2,2,0,1125.0,3.0,9.0
1128,1128,1128,28.0,no,travel rarely,Unknown,1,3,medical,1834.0,3,female,67.0,3,1,research scientist,1,Unknown,3591.0,12719,1,0.0,25,3,1,3,3.0,3,1,2,0,1217.0,4.0,11.635362466592303
1129,1129,1129,38.0,no,Unknown,sales,2,4,Unknown,1835.0,2,female,77.0,1,2,sales representative,4,Unknown,5405.0,4244,2,1.0,20,1,2,4,2.0,4,0,3,1,723.0,4.0,20.0
1130,1130,1130,58.0,no,travel frequently,research & development,15,4,life sciences,1837.0,1,male,87.0,3,4,research director,3,married,,21624,2,,14,2,0,3,3.0,2,2,2,1,1216.0,3.0,23.0
1131,1131,1131,29.0,yes,travel rarely,Unknown,13,3,Unknown,1844.0,1,male,56.0,2,1,human resources,1,divorced,,3157,4,,15,4,3,3,3.0,2,2,0,0,350.0,3.0,10.96486751099342
1132,1132,1132,47.0,no,travel rarely,Unknown,9,4,life sciences,1856.0,2,female,64.0,3,1,laboratory technician,3,single,2105.0,5411,4,,12,3,0,2,3.0,2,2,0,0,207.0,3.0,10.85427820615548
1133,1133,1133,28.0,no,Unknown,Unknown,1,2,life sciences,1858.0,3,male,43.0,3,1,human resources,4,Unknown,,10494,1,,15,2,1,2,3.0,3,2,2,0,280.0,3.0,3.0
1134,1134,1134,32.0,yes,travel rarely,sales,2,4,marketing,Unknown,3,male,82.0,2,2,sales executive,2,Unknown,,26186,7,1.0,12,3,0,3,2.0,2,2,2,1,414.0,3.0,7.0
1135,1135,1135,39.0,no,travel rarely,Unknown,19,4,Unknown,Unknown,4,male,41.0,3,2,research scientist,4,Unknown,3902.0,5141,8,,14,2,3,2,3.0,2,2,2,0,792.0069762522603,3.0,7.0
1136,1136,1136,55.0,no,travel rarely,Unknown,2,4,Unknown,1873.0,2,male,98.0,2,1,research scientist,4,Unknown,2662.0,7975,8,,20,2,1,2,4.0,5,0,4,0,836.0,4.0,11.340715437618492
1137,1137,1137,29.0,no,Unknown,Unknown,7,3,life sciences,1883.0,4,male,59.0,3,1,laboratory technician,1,single,2062.0,19384,3,,14,2,0,2,3.0,3,1,2,1,592.0,3.0,11.152018642257625
1138,1138,1138,35.0,no,Unknown,Unknown,-16,2,other,1886.0,16,female,44.0,2,2,manufacturing director,2,married,,25388,0,,11,4,0,2,3.0,3,0,2,0,219.0,3.0,4.0
1139,1139,1139,34.0,yes,non-travel,Unknown,16,4,technical degree,1905.0,4,male,85.0,1,1,research scientist,1,Unknown,,14460,1,,23,2,1,2,3.0,5,3,0,0,967.0,4.0,11.44202452107143
1140,1140,1140,56.0,yes,travel rarely,Unknown,24,2,Unknown,1907.0,1,male,,3,1,laboratory technician,4,single,2587.0,10261,1,0.0,16,4,0,3,3.0,4,1,0,1,787.3320698385083,3.0,5.0
1141,1141,1141,36.0,no,Unknown,Unknown,17,2,marketing,1908.0,3,male,33.0,2,2,sales executive,2,Unknown,5507.0,16822,2,,16,3,2,1,1.0,4,1,3,1,335.0,3.0,10.953267234262167
1142,1142,1142,31.0,no,Unknown,Unknown,10,2,Unknown,Unknown,3,female,86.0,3,2,sales executive,4,divorced,,20115,2,1.0,11,4,1,2,3.0,5,1,4,0,1079.0,3.0,11.528640960132288
1143,1143,1143,34.0,no,Unknown,Unknown,3,1,Unknown,Unknown,4,female,75.0,2,2,sales executive,4,married,8103.0,16495,3,1.0,12,3,0,3,2.0,4,0,1,1,735.0,3.0,9.0
1144,1144,1144,31.0,no,travel rarely,Unknown,4,3,Unknown,Unknown,1,female,62.0,4,1,laboratory technician,3,divorced,3978.0,16031,8,0.0,12,2,1,0,2.0,2,2,2,0,471.0,3.0,4.0
1145,1145,1145,45.0,no,travel frequently,Unknown,1,4,medical,1922.0,2,male,44.0,3,2,healthcare representative,3,single,5399.0,14511,4,0.0,12,3,0,3,3.0,4,0,3,1,803.69424228664,3.0,12.0
1146,1146,1146,39.0,no,Unknown,Unknown,21,4,Unknown,1929.0,1,female,32.0,1,2,sales executive,3,Unknown,,3987,6,,19,3,1,1,3.0,3,1,2,0,1251.0,3.1462071322633767,10.0
1147,1147,1147,38.0,no,travel rarely,Unknown,9,2,Unknown,Unknown,2,male,71.0,3,1,research scientist,4,divorced,,14293,2,0.0,19,4,2,0,4.0,5,0,3,0,1206.0,3.0,11.626856636456893
1148,1148,1148,31.0,no,Unknown,Unknown,3,2,Unknown,1948.0,3,male,48.0,3,1,research scientist,1,divorced,,3995,1,,13,4,1,3,3.0,4,2,3,1,976.0,3.149984793801944,4.0
1149,1149,1149,53.0,yes,Unknown,Unknown,24,4,life sciences,Unknown,1,male,66.0,3,3,sales executive,1,Unknown,10448.0,5843,6,1.0,13,2,0,2,2.0,2,2,2,0,1168.0,3.0,15.0
1150,1150,1150,38.0,no,travel frequently,human resources,1,4,other,1972.0,4,male,,3,1,human resources,2,Unknown,,5224,0,1.0,11,2,1,2,3.0,6,1,2,0,1444.0,3.0,11.810914360592763
1151,1151,1151,54.0,no,Unknown,Unknown,10,3,Unknown,1980.0,3,female,77.0,3,2,manufacturing director,1,single,4440.0,25198,6,1.0,19,4,0,3,3.0,5,1,4,0,796.6643649942819,3.151192966425555,9.0
1152,1152,1152,23.0,no,Unknown,Unknown,12,2,Unknown,1982.0,4,male,78.0,3,1,laboratory technician,4,single,,13672,1,0.0,13,3,0,6,4.0,5,1,4,1,571.0,3.0,11.135778254833872
1153,1153,1153,25.0,no,Unknown,Unknown,2,1,other,1992.0,4,male,57.0,3,1,laboratory technician,3,Unknown,,7298,6,,19,3,1,2,2.0,2,0,2,1,977.0,3.0,11.449759078359772
1154,1154,1154,31.0,no,Unknown,Unknown,2,2,life sciences,1996.0,1,male,54.0,3,1,sales representative,3,Unknown,,6393,0,0.0,19,3,1,1,3.0,2,1,2,1,1154.0,3.0,11.58664234378855
1155,1155,1155,35.0,no,travel rarely,Unknown,11,4,medical,2003.0,4,male,43.0,3,1,laboratory technician,3,married,2660.0,20232,7,1.0,11,3,1,3,3.0,2,2,2,0,1490.0,3.0,11.846488542568604
1156,1156,1156,22.0,no,Unknown,research & development,1,2,Unknown,2007.0,4,male,63.0,3,1,research scientist,3,Unknown,3375.0,17624,0,0.0,12,4,0,2,4.0,3,1,2,1,581.0,3.153190874118559,11.143511613417772
1157,1157,1157,32.0,no,travel rarely,Unknown,29,4,Unknown,2010.0,3,female,49.0,2,1,laboratory technician,2,single,,15919,1,,13,3,0,3,3.0,6,4,1,0,267.0,3.0,6.0
1158,1158,1158,32.0,no,Unknown,Unknown,-36,4,Unknown,Unknown,2,male,68.0,2,1,sales representative,2,Unknown,2269.0,18024,0,,14,2,1,2,3.0,2,2,2,1,234.0,3.0,10.875158704271731
1159,1159,1159,21.0,no,travel rarely,sales,5,1,medical,Unknown,3,male,58.0,3,1,sales representative,1,single,,25479,1,,11,4,0,6,3.0,2,1,2,0,501.0,3.0,11.081643630088028
1160,1160,1160,36.0,no,Unknown,Unknown,-13,2,life sciences,Unknown,13,female,97.0,3,2,manufacturing director,2,Unknown,,9192,7,0.0,13,2,3,3,3.0,4,0,2,0,688.0,3.0,18.0
1161,1161,1161,29.0,yes,travel rarely,Unknown,-38,4,Unknown,2027.0,38,male,36.0,3,1,research scientist,4,married,4787.0,26124,9,,14,2,3,3,4.0,2,2,2,1,1092.0,3.0,4.0
1162,1162,1162,32.0,no,travel rarely,Unknown,2,3,technical degree,2038.0,4,male,78.0,3,1,research scientist,1,Unknown,,11288,1,0.0,14,4,0,4,3.0,4,1,2,0,529.0,3.0,11.103297479986365
1163,1163,1163,40.0,no,travel rarely,Unknown,2,4,Unknown,2048.0,3,male,52.0,2,1,research scientist,3,Unknown,2809.0,2725,2,0.0,14,4,0,2,3.0,2,2,2,1,1322.0,3.0,8.0
1164,1164,1164,35.0,no,travel frequently,Unknown,18,4,life sciences,Unknown,3,male,80.0,3,2,healthcare representative,3,Unknown,,24594,1,,14,4,2,2,4.0,10,0,2,0,1199.0,3.0,11.621443173982309
1165,1165,1165,50.0,yes,travel rarely,sales,-40,3,marketing,2055.0,4,male,39.0,2,3,sales executive,1,Unknown,10854.0,16586,4,,13,2,1,3,3.0,3,2,0,1,410.0,3.0,20.0
1166,1166,1166,26.0,no,Unknown,Unknown,5,3,other,2060.0,4,female,30.0,2,1,sales representative,3,single,,21378,0,0.0,18,4,0,2,3.0,4,0,0,1,1167.0,3.0,11.596695916955635
1167,1167,1167,36.0,no,travel frequently,Unknown,23,2,medical,2061.0,3,male,41.0,4,2,laboratory technician,4,Unknown,2571.0,12290,4,0.0,17,3,1,3,3.0,5,0,3,0,884.0,3.0,17.0
1168,1168,1168,27.0,no,travel rarely,Unknown,4,3,life sciences,2064.0,2,male,87.0,4,2,manufacturing director,2,Unknown,6142.0,5174,1,1.0,20,2,1,0,3.0,6,0,3,0,155.0,4.0,6.0
1169,1169,1169,33.0,no,Unknown,Unknown,2,3,medical,39.0,3,male,78.0,3,1,laboratory technician,4,Unknown,2496.0,6670,4,0.0,11,4,0,3,3.0,1,0,0,0,924.0,3.0,7.0
1170,1170,1170,36.0,no,Unknown,Unknown,5,4,life sciences,51.0,2,female,82.0,2,1,research scientist,1,married,3419.0,13072,9,1.0,14,4,1,3,4.0,1,0,0,1,852.0,3.0,11.353090105599335
1171,1171,1171,31.0,no,Unknown,research & development,1,4,medical,95.0,3,male,87.0,3,1,research scientist,2,single,2501.0,18775,1,0.0,17,2,0,4,3.0,1,1,0,0,1082.0,3.0,1.0
1172,1172,1172,22.0,no,travel rarely,research & development,2,1,technical degree,169.0,3,male,100.0,3,1,laboratory technician,4,Unknown,,19299,0,,14,3,1,2,3.0,2,2,1,1,782.6571634247564,3.0,3.0
1173,1173,1173,27.0,no,Unknown,Unknown,3,3,Unknown,224.0,3,male,79.0,2,1,research scientist,3,divorced,2566.0,25326,1,,15,4,1,2,2.0,1,0,1,1,1450.0,3.0,1.0
1174,1174,1174,33.0,no,travel rarely,Unknown,2,3,life sciences,242.0,3,male,90.0,3,1,research scientist,4,Unknown,,10515,0,0.0,14,1,0,2,3.0,3,0,2,1,134.0,3.0,4.0
1175,1175,1175,36.0,no,travel frequently,Unknown,18,1,Unknown,286.0,2,female,73.0,3,1,laboratory technician,4,single,,7703,1,,13,1,0,2,3.0,8,1,7,1,635.0,3.0,8.0
1176,1176,1176,37.0,no,Unknown,Unknown,-18,2,medical,340.0,18,female,83.0,2,1,research scientist,1,Unknown,3920.0,18697,2,,14,1,1,2,2.0,3,0,2,1,1017.0,3.148493931859009,11.480692995288496
1177,1177,1177,32.0,no,Unknown,Unknown,7,3,Unknown,Unknown,2,male,,4,1,laboratory technician,2,married,,26062,1,,20,3,0,3,1.0,5,0,3,1,1311.0,4.0,5.0
1178,1178,1178,51.0,no,travel rarely,Unknown,-35,3,medical,Unknown,35,male,,1,2,manufacturing director,2,divorced,,16321,5,,18,4,1,3,3.0,4,1,2,1,1302.0,3.0,11.701098407536907
1179,1179,1179,49.0,no,Unknown,Unknown,-45,2,technical degree,431.0,45,female,90.0,2,4,healthcare representative,3,Unknown,13964.0,17810,7,1.0,12,4,0,2,3.0,7,0,7,1,1091.0,3.0,11.53792118151729
1180,1180,1180,35.0,no,Unknown,Unknown,9,4,Unknown,496.0,3,male,97.0,2,2,healthcare representative,2,single,6540.0,19394,9,,19,3,0,5,3.0,1,0,0,1,755.0,3.0,11.278074982737236
1181,1181,1181,22.0,no,Unknown,Unknown,11,3,medical,511.0,1,female,43.0,3,1,research scientist,2,married,2244.0,24440,1,0.0,13,4,1,1,3.0,2,1,2,0,253.0,3.0,2.0
1182,1182,1182,33.0,no,Unknown,Unknown,1,5,Unknown,612.0,1,female,95.0,4,4,research director,3,Unknown,16184.0,22578,4,0.0,19,3,1,2,3.0,6,0,5,0,922.0,3.0,10.0
1183,1183,1183,31.0,yes,Unknown,sales,13,4,medical,650.0,2,male,46.0,3,2,sales executive,1,divorced,4233.0,11512,2,0.0,17,3,0,2,1.0,3,1,2,0,1365.0,3.0,11.749819569808167
1184,1184,1184,45.0,yes,Unknown,Unknown,26,4,Unknown,684.0,1,female,100.0,3,2,sales executive,1,Unknown,,5630,2,,14,4,2,4,3.0,1,0,0,1,306.0,3.0,5.0
1185,1185,1185,53.0,no,Unknown,Unknown,7,3,Unknown,730.0,3,male,59.0,4,4,research director,3,married,14814.0,13514,3,0.0,19,3,0,3,3.0,5,1,3,1,970.0,3.0,32.0
1186,1186,1186,34.0,no,travel rarely,Unknown,8,2,Unknown,757.0,2,female,96.0,3,2,healthcare representative,3,Unknown,,7360,3,0.0,11,4,0,2,3.0,5,4,3,0,970.0,3.0,10.0
1187,1187,1187,43.0,no,Unknown,Unknown,14,2,life sciences,Unknown,2,male,94.0,3,4,research director,1,Unknown,17159.0,5200,6,0.0,24,3,1,3,3.0,4,1,0,0,801.9758296228707,4.0,11.314402784823429
1188,1188,1188,28.0,no,travel rarely,Unknown,8,2,medical,869.0,2,male,63.0,2,1,human resources,4,divorced,,23965,1,,13,4,1,6,3.0,5,0,4,1,1169.0,3.0,6.0
1189,1189,1189,42.0,no,travel frequently,research & development,2,1,Unknown,875.0,2,male,35.0,3,1,research scientist,4,single,,9068,5,,14,4,0,2,3.0,2,2,2,1,1271.0,3.0,8.0
1190,1190,1190,27.0,no,travel rarely,Unknown,4,3,Unknown,Unknown,2,female,76.0,3,1,research scientist,3,Unknown,2318.0,17808,1,,19,3,0,2,3.0,1,0,0,0,618.0,3.0,1.0
1191,1191,1191,40.0,no,Unknown,Unknown,9,4,Unknown,964.0,4,male,,3,1,research scientist,2,Unknown,3617.0,25063,8,1.0,14,4,1,2,3.0,1,0,0,1,1469.0,3.144868344272974,3.0
1192,1192,1192,37.0,yes,Unknown,Unknown,1,4,life sciences,970.0,1,male,46.0,2,3,sales executive,3,married,,14922,5,,11,3,0,2,1.0,14,11,7,0,625.0,3.0,11.17753925106638
1193,1193,1193,29.0,no,travel frequently,Unknown,-18,3,technical degree,Unknown,3,female,84.0,3,1,sales representative,4,Unknown,,18203,1,0.0,15,2,1,5,3.0,3,0,2,0,1404.0,3.0,3.0
1194,1194,1194,38.0,no,Unknown,research & development,10,1,Unknown,1006.0,3,male,66.0,3,1,research scientist,3,married,2684.0,12127,0,,17,2,1,0,2.0,2,0,2,0,1391.0,3.0,3.0
1195,1195,1195,34.0,no,Unknown,Unknown,-46,4,Unknown,Unknown,46,male,75.0,4,2,sales executive,4,divorced,,12278,0,0.0,11,4,1,2,2.0,15,0,9,1,216.0,3.0,16.0
1196,1196,1196,34.0,no,travel rarely,Unknown,10,4,life sciences,1055.0,3,female,87.0,3,1,sales representative,3,married,,18410,1,1.0,19,4,1,2,3.0,1,0,0,0,1333.0,3.0,1.0
1197,1197,1197,50.0,no,travel rarely,Unknown,-12,4,medical,1061.0,12,male,62.0,3,5,research director,3,married,19237.0,12853,2,,11,4,1,2,2.0,8,7,7,0,1464.0,3.0,29.0
1198,1198,1198,26.0,yes,Unknown,Unknown,21,3,Unknown,1107.0,1,male,37.0,3,1,laboratory technician,3,Unknown,2377.0,19373,1,0.0,20,3,1,0,2.0,1,0,0,0,1330.0,3.146632322280124,1.0
1199,1199,1199,28.0,no,travel frequently,research & development,6,3,life sciences,Unknown,3,male,39.0,2,1,research scientist,3,divorced,,22088,1,1.0,14,4,1,2,3.0,3,0,2,0,773.0,3.0,11.291995314814738
1200,1200,1200,28.0,yes,Unknown,Unknown,12,1,Unknown,Unknown,3,female,79.0,3,1,laboratory technician,4,married,,22955,1,,11,4,0,4,2.0,1,0,0,0,1485.0,3.143452259892336,11.842621634544225
1201,1201,1201,40.0,no,Unknown,Unknown,-29,2,medical,1180.0,29,female,92.0,2,2,research scientist,4,married,4422.0,21203,3,1.0,13,4,1,3,1.0,1,0,0,1,902.0,3.0,16.0
1202,1202,1202,19.0,no,travel rarely,Unknown,-47,2,Unknown,1193.0,3,male,54.0,3,1,research scientist,1,single,2552.0,7172,1,0.0,25,3,0,4,3.0,1,0,0,0,645.0,3.153937087426422,1.0
1203,1203,1203,20.0,no,travel rarely,Unknown,21,3,marketing,1226.0,3,male,43.0,4,1,sales representative,4,single,2678.0,5050,1,,17,4,0,2,3.0,2,2,2,1,654.0,3.0,2.0
1204,1204,1204,40.0,no,Unknown,Unknown,10,3,Unknown,Unknown,2,female,84.0,2,2,sales executive,2,divorced,,11591,7,0.0,12,2,1,2,4.0,5,1,3,0,107.0,3.0,7.0
1205,1205,1205,19.0,yes,Unknown,Unknown,10,3,Unknown,Unknown,1,female,96.0,2,1,research scientist,2,Unknown,,6148,1,,25,2,0,2,4.0,1,0,0,0,504.0,4.0,11.083962645966771
1206,1206,1206,59.0,no,Unknown,Unknown,3,3,Unknown,1254.0,3,female,48.0,2,2,sales executive,4,single,5171.0,16490,5,0.0,17,4,0,2,3.0,6,0,5,0,326.0,3.0,13.0
1207,1207,1207,30.0,no,travel rarely,research & development,17,4,medical,1321.0,2,female,95.0,3,3,manager,1,Unknown,11916.0,25927,1,1.0,23,4,2,2,3.0,9,0,8,0,634.0,4.0,11.184498377637626
1208,1208,1208,45.0,no,travel rarely,Unknown,29,3,Unknown,1465.0,2,male,55.0,3,3,manufacturing director,4,married,9380.0,14720,4,1.0,18,4,2,4,4.0,3,1,2,0,1448.0,3.1438508536161964,11.81400761819281
1209,1209,1209,40.0,no,travel rarely,Unknown,2,3,Unknown,Unknown,3,male,68.0,3,1,research scientist,3,Unknown,,8045,2,0.0,14,3,1,3,4.0,3,1,2,0,896.0,3.0,11.387117584011008
1210,1210,1210,30.0,no,Unknown,Unknown,-42,1,life sciences,1479.0,4,male,96.0,3,2,sales executive,3,Unknown,,2939,8,,15,3,2,2,2.0,2,2,2,0,1358.0,3.145911187545176,4.0
1211,1211,1211,24.0,no,Unknown,research & development,-24,2,technical degree,1551.0,3,male,57.0,2,1,laboratory technician,1,Unknown,,10036,0,,14,2,3,3,3.0,1,0,0,0,802.0743991431107,3.150809283089972,11.31447989644372
1212,1212,1212,32.0,no,Unknown,Unknown,5,2,life sciences,1555.0,4,female,67.0,2,2,research scientist,2,married,5878.0,15624,3,0.0,12,1,1,2,3.0,7,2,5,0,824.0,3.0,12.0
1213,1213,1213,28.0,yes,travel rarely,Unknown,24,3,medical,1604.0,3,male,51.0,3,1,laboratory technician,2,married,,7324,1,,17,3,3,3,3.0,1,0,0,0,329.0,3.0,10.948627123569668
1214,1214,1214,49.0,no,Unknown,sales,11,4,Unknown,1757.0,4,female,,3,2,sales executive,4,single,,8191,3,,12,3,0,1,4.0,5,0,4,0,1313.0,3.0,8.0
1215,1215,1215,38.0,no,travel frequently,research & development,2,2,medical,1760.0,3,female,75.0,2,1,laboratory technician,2,married,2468.0,15963,4,,14,2,1,4,2.0,6,0,5,0,594.0,3.0,9.0
1216,1216,1216,46.0,no,travel rarely,Unknown,2,4,Unknown,1789.0,3,male,46.0,3,5,research director,4,Unknown,,14218,7,,17,3,1,3,3.0,2,2,2,1,734.0,3.0,24.0
1217,1217,1217,34.0,yes,travel frequently,Unknown,9,4,life sciences,1807.0,4,male,93.0,3,2,laboratory technician,1,Unknown,,6208,4,,17,3,1,3,2.0,7,0,7,0,234.0,3.0,10.875158704271731
1218,1218,1218,39.0,no,Unknown,Unknown,20,3,life sciences,1812.0,3,male,83.0,3,2,sales executive,4,Unknown,4127.0,19188,2,,18,4,1,6,3.0,2,2,2,0,766.0,3.0,7.0
1219,1219,1219,26.0,yes,travel rarely,human resources,20,2,Unknown,1818.0,4,female,69.0,3,1,human resources,2,married,2148.0,6889,0,1.0,11,3,0,3,3.0,5,1,4,1,920.0,3.0,6.0
1220,1220,1220,54.0,no,travel rarely,Unknown,7,4,medical,1830.0,4,female,68.0,3,2,research scientist,4,married,,15696,4,0.0,15,2,1,2,2.0,7,1,7,0,431.0,3.0,14.0
1221,1221,1221,36.0,no,travel frequently,Unknown,2,1,Unknown,1890.0,2,male,94.0,2,2,human resources,4,Unknown,3886.0,4223,1,0.0,21,4,0,2,2.0,10,0,8,0,1213.0,4.0,10.0
1222,1222,1222,32.0,yes,travel frequently,research & development,5,2,Unknown,1939.0,1,female,47.0,4,1,research scientist,3,Unknown,,15318,3,1.0,14,1,0,2,3.0,4,0,3,0,238.0,3.0,8.0
1223,1223,1223,32.0,no,Unknown,Unknown,15,4,Unknown,Unknown,3,female,,3,2,healthcare representative,4,Unknown,6667.0,16542,5,0.0,18,2,1,6,3.0,5,1,2,1,1146.0,3.0,9.0
1224,1224,1224,28.0,yes,Unknown,research & development,17,3,Unknown,Unknown,3,male,32.0,2,1,laboratory technician,4,Unknown,,18779,5,0.0,12,1,1,2,2.0,4,0,3,1,1404.0,3.0,11.779980289309425
1225,1225,1225,33.0,no,Unknown,Unknown,1,2,medical,1994.0,2,male,59.0,2,1,laboratory technician,3,divorced,,20439,1,,12,3,3,2,2.0,1,0,0,0,1313.0,3.0,11.709605277139826
1226,1226,1226,37.0,yes,travel rarely,Unknown,2,2,Unknown,4.0,4,male,92.0,2,1,laboratory technician,3,single,2090.0,2396,6,1.0,15,2,0,3,3.0,0,0,0,0,1373.0,3.0,7.0
1227,1227,1227,59.0,no,travel rarely,Unknown,3,3,medical,10.0,3,female,81.0,4,1,laboratory technician,1,Unknown,,9964,4,,20,1,3,3,2.0,1,0,0,0,1324.0,3.1451469710440456,12.0
1228,1228,1228,30.0,no,travel rarely,Unknown,24,1,life sciences,Unknown,4,male,67.0,3,1,laboratory technician,3,divorced,,13335,1,,22,2,1,2,3.0,1,0,0,0,1358.0,4.0,1.0
1229,1229,1229,22.0,no,Unknown,Unknown,16,2,Unknown,Unknown,4,male,96.0,4,1,laboratory technician,4,Unknown,,7324,1,1.0,13,2,2,2,2.0,1,0,0,0,1123.0,3.0,11.562668438543962
1230,1230,1230,21.0,no,travel rarely,Unknown,15,2,Unknown,30.0,3,male,96.0,3,1,research scientist,4,single,,19281,1,0.0,14,4,0,6,3.0,0,0,0,1,391.0,3.0,0.0
1231,1231,1231,30.0,no,travel rarely,Unknown,9,2,medical,41.0,4,male,83.0,2,1,laboratory technician,3,Unknown,,16117,1,,13,1,0,5,3.0,10,1,8,0,125.0,3.0,10.0
1232,1232,1232,39.0,yes,travel rarely,Unknown,-18,3,technical degree,42.0,18,male,56.0,3,2,sales representative,4,married,2086.0,3335,3,0.0,14,3,1,6,4.0,1,0,0,0,895.0,3.0,19.0
1233,1233,1233,24.0,yes,travel rarely,Unknown,1,3,Unknown,Unknown,2,male,61.0,3,1,research scientist,4,Unknown,,3020,2,1.0,16,1,1,2,3.0,2,2,0,0,813.0,3.0,6.0
1234,1234,1234,35.0,no,Unknown,research & development,4,2,other,53.0,3,male,75.0,3,1,laboratory technician,4,divorced,1951.0,10910,1,,12,3,1,3,3.0,1,0,0,1,777.9822570110045,3.0,1.0
1235,1235,1235,27.0,no,Unknown,Unknown,2,4,life sciences,54.0,4,female,33.0,3,1,laboratory technician,1,divorced,,19715,1,,13,4,1,6,3.0,1,0,0,0,1240.0,3.0,11.65315059704773
1236,1236,1236,26.0,yes,Unknown,Unknown,25,3,life sciences,55.0,1,male,48.0,1,1,laboratory technician,3,single,,10558,1,,12,3,0,2,2.0,1,0,1,0,1357.0,3.0,1.0
1237,1237,1237,37.0,no,Unknown,research & development,-24,2,life sciences,Unknown,2,male,73.0,3,1,research scientist,2,married,3022.0,10227,4,0.0,21,1,0,1,3.0,1,0,0,0,794.2285665636751,4.0,8.0
1238,1238,1238,35.0,no,Unknown,Unknown,-46,1,Unknown,Unknown,46,male,36.0,4,1,laboratory technician,4,Unknown,,4892,1,0.0,19,4,0,2,3.0,1,0,1,0,1229.0,3.1477093752433007,1.0
1239,1239,1239,48.0,yes,Unknown,Unknown,1,2,Unknown,64.0,1,male,98.0,2,3,laboratory technician,3,Unknown,,19294,9,,13,4,0,2,3.0,1,0,0,0,626.0,3.0,11.178312602848465
1240,1240,1240,35.0,no,non-travel,Unknown,11,2,medical,70.0,3,male,79.0,2,3,healthcare representative,1,married,,8302,2,1.0,13,3,1,3,3.0,4,2,3,0,1097.0,3.0,10.0
1241,1241,1241,55.0,no,travel rarely,Unknown,8,3,Unknown,84.0,4,female,,3,4,manager,3,divorced,,19730,2,1.0,14,3,3,2,3.0,5,0,2,1,836.0,3.0,21.0
1242,1242,1242,45.0,no,Unknown,Unknown,7,3,life sciences,Unknown,2,male,59.0,3,3,research scientist,1,Unknown,9724.0,18787,2,0.0,17,3,1,2,3.0,1,0,0,1,1339.0,3.0,11.729712423473996
1243,1243,1243,36.0,yes,Unknown,Unknown,9,3,medical,Unknown,4,male,,2,1,research scientist,3,Unknown,3388.0,21777,0,,17,1,1,0,2.0,1,0,0,0,318.0,3.0,10.940120253966748
1244,1244,1244,36.0,no,travel rarely,research & development,6,3,life sciences,97.0,2,female,55.0,4,1,laboratory technician,4,Unknown,3038.0,22002,3,0.0,12,2,0,3,3.0,1,0,0,1,132.0,3.0,10.796276822499218
1245,1245,1245,45.0,no,travel rarely,research & development,6,4,other,Unknown,4,male,52.0,3,3,research director,1,Unknown,,15067,4,1.0,14,2,0,3,4.0,0,0,0,0,193.0,3.0,10.843451281206312
